"IMC_classif","obesid","excpeso","Capital","faixa_idade","rend_per_capita","Sit_Urbano_Rural","Sexo","gescol","Freq"
"Obesidade grau I","Sim","Sim","Curitiba","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Fundamental completo ou equivalente",13120.1360255364
"Abaixo do peso","Não","Não","Manaus","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Fundamental completo ou equivalente",6041.24973288647
"Sobrepeso","Sim","Sim","Porto Alegre","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Fundamental completo ou equivalente",11480.4623972235
"Eutrofia","Não","Sim","Porto Alegre","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Fundamental completo ou equivalente",27306.7287843538
"Abaixo do peso","Não","Não","Manaus","25 a 39 anos","1 até 2 SM","Rural","Mulher","Fundamental completo ou equivalente",486.178186488106
"Abaixo do peso","Não","Não","Manaus","18 a 24 anos","Até 1/2 SM","Urbano","Homem","Médio incompleto ou equivalente",89813.9102679139
"Sobrepeso","Sim","Sim","Natal","40 a 59 anos","Até 1/2 SM","Urbano","Homem","Médio incompleto ou equivalente",7469.37827592492
"Abaixo do peso","Não","Não","Manaus","18 a 24 anos","1/2 até 1 SM","Urbano","Homem","Médio incompleto ou equivalente",10018.1036990198
"Abaixo do peso","Não","Não","Boa Vista","18 a 24 anos","1/2 até 1 SM","Urbano","Homem","Médio incompleto ou equivalente",10330.1535977882
"Sobrepeso","Sim","Sim","Fortaleza","18 a 24 anos","1/2 até 1 SM","Urbano","Homem","Médio incompleto ou equivalente",9298.84076837729
"Abaixo do peso","Não","Não","Goiânia","18 a 24 anos","1/2 até 1 SM","Urbano","Homem","Médio incompleto ou equivalente",21558.405573984
"Abaixo do peso","Não","Não","Maceió","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio incompleto ou equivalente",43107.3709549516
"Sobrepeso","Sim","Sim","Belo Horizonte","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio incompleto ou equivalente",14941.2731105946
"Eutrofia","Não","Sim","Porto Alegre","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio incompleto ou equivalente",11738.2919808657
"Eutrofia","Não","Sim","Goiânia","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio incompleto ou equivalente",3516.34477976162
"Abaixo do peso","Não","Não","São Paulo","18 a 24 anos","1 até 2 SM","Urbano","Homem","Médio incompleto ou equivalente",21901.7332231584
"Abaixo do peso","Não","Não","Belo Horizonte","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio incompleto ou equivalente",60605.2265062203
"Eutrofia","Não","Sim","Rio de Janeiro","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio incompleto ou equivalente",3373.500718939
"Eutrofia","Não","Sim","Fortaleza","60 anos ou mais","1 até 2 SM","Urbano","Homem","Médio incompleto ou equivalente",14016.908017367
"Obesidade grau III","Sim","Sim","Belo Horizonte","18 a 24 anos","2 até 3 SM","Urbano","Homem","Médio incompleto ou equivalente",36719.6125705338
"Eutrofia","Não","Sim","Porto Alegre","18 a 24 anos","2 até 3 SM","Urbano","Homem","Médio incompleto ou equivalente",8255.4062724494
"Abaixo do peso","Não","Não","Porto Velho","25 a 39 anos","2 até 3 SM","Urbano","Homem","Médio incompleto ou equivalente",18385.4057354848
"Obesidade grau I","Sim","Sim","Natal","25 a 39 anos","2 até 3 SM","Urbano","Homem","Médio incompleto ou equivalente",19855.5351316683
"Eutrofia","Não","Sim","São Paulo","25 a 39 anos","2 até 3 SM","Urbano","Homem","Médio incompleto ou equivalente",146433.249717218
"Eutrofia","Não","Sim","Florianópolis","25 a 39 anos","2 até 3 SM","Urbano","Homem","Médio incompleto ou equivalente",2373.00649877224
"Abaixo do peso","Não","Não","Palmas","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio incompleto ou equivalente",3838.013871325
"Eutrofia","Não","Sim","Goiânia","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio incompleto ou equivalente",59582.3915257568
"Obesidade grau III","Sim","Sim","João Pessoa","60 anos ou mais","2 até 3 SM","Urbano","Homem","Médio incompleto ou equivalente",40428.8577336382
"Eutrofia","Não","Sim","João Pessoa","60 anos ou mais","2 até 3 SM","Urbano","Homem","Médio incompleto ou equivalente",19902.0447538879
"Abaixo do peso","Não","Não","Porto Alegre","60 anos ou mais","2 até 3 SM","Urbano","Homem","Médio incompleto ou equivalente",19299.6100786577
"Abaixo do peso","Não","Não","Rio de Janeiro","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Médio incompleto ou equivalente",9501.85627734106
"Abaixo do peso","Não","Não","Campo Grande","25 a 39 anos","Mais de 3 SM","Urbano","Homem","Médio incompleto ou equivalente",10650.3739715232
"Abaixo do peso","Não","Não","Goiânia","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Médio incompleto ou equivalente",39721.5943505045
"Eutrofia","Não","Sim","Brasília","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Médio incompleto ou equivalente",2136.58139669279
"Abaixo do peso","Não","Não","Belém","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Médio incompleto ou equivalente",15955.6409567621
"Eutrofia","Não","Sim","Curitiba","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Médio incompleto ou equivalente",25482.6216965689
"Eutrofia","Não","Sim","Florianópolis","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Médio incompleto ou equivalente",974.753054092517
"Sobrepeso","Sim","Sim","Manaus","18 a 24 anos","Até 1/2 SM","Rural","Homem","Médio incompleto ou equivalente",1236.88914294103
"Abaixo do peso","Não","Não","São Luís","18 a 24 anos","1/2 até 1 SM","Rural","Homem","Médio incompleto ou equivalente",3914.60951974456
"Abaixo do peso","Não","Não","Belém","25 a 39 anos","1/2 até 1 SM","Rural","Homem","Médio incompleto ou equivalente",2982.29408527482
"Abaixo do peso","Não","Não","Goiânia","25 a 39 anos","1/2 até 1 SM","Rural","Homem","Médio incompleto ou equivalente",756.901453917005
"Eutrofia","Não","Sim","Brasília","40 a 59 anos","1/2 até 1 SM","Rural","Homem","Médio incompleto ou equivalente",1348.13370632809
"Eutrofia","Não","Sim","Rio Branco","40 a 59 anos","Mais de 3 SM","Rural","Homem","Médio incompleto ou equivalente",1710.27325722294
"Eutrofia","Não","Sim","Maceió","18 a 24 anos","Até 1/2 SM","Urbano","Mulher","Médio incompleto ou equivalente",24770.9410987891
"Eutrofia","Não","Sim","Rio Branco","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio incompleto ou equivalente",3570.47777476939
"Eutrofia","Não","Sim","São Luís","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio incompleto ou equivalente",16087.5171694256
"Sobrepeso","Sim","Sim","Fortaleza","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio incompleto ou equivalente",8224.99512794297
"Eutrofia","Não","Sim","Salvador","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Médio incompleto ou equivalente",19300.0096620314
"Obesidade grau III","Sim","Sim","Boa Vista","40 a 59 anos","Até 1/2 SM","Urbano","Mulher","Médio incompleto ou equivalente",10393.1180601078
"Abaixo do peso","Não","Não","Teresina","18 a 24 anos","1/2 até 1 SM","Urbano","Mulher","Médio incompleto ou equivalente",13241.6679526677
"Sobrepeso","Sim","Sim","Belo Horizonte","18 a 24 anos","1/2 até 1 SM","Urbano","Mulher","Médio incompleto ou equivalente",80879.5197719676
"Sobrepeso","Sim","Sim","Fortaleza","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio incompleto ou equivalente",8224.99512794297
"Abaixo do peso","Não","Não","São Paulo","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio incompleto ou equivalente",152448.673601383
"Eutrofia","Não","Sim","Curitiba","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Médio incompleto ou equivalente",59811.889766758
"Eutrofia","Não","Sim","Belém","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio incompleto ou equivalente",11481.3328405862
"Eutrofia","Não","Sim","Belo Horizonte","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Médio incompleto ou equivalente",48546.2234653596
"Eutrofia","Não","Sim","Palmas","60 anos ou mais","1/2 até 1 SM","Urbano","Mulher","Médio incompleto ou equivalente",9341.46171400004
"Abaixo do peso","Não","Não","Salvador","60 anos ou mais","1/2 até 1 SM","Urbano","Mulher","Médio incompleto ou equivalente",88351.0919206035
"Abaixo do peso","Não","Não","São Luís","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Médio incompleto ou equivalente",86294.5579542317
"Eutrofia","Não","Sim","Recife","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Médio incompleto ou equivalente",25667.5677097577
"Abaixo do peso","Não","Não","Manaus","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio incompleto ou equivalente",77437.8270999023
"Abaixo do peso","Não","Não","Belo Horizonte","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Médio incompleto ou equivalente",8799.26601355127
"Sobrepeso","Sim","Sim","Manaus","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio incompleto ou equivalente",3109.51766018443
"Sobrepeso","Sim","Sim","Natal","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio incompleto ou equivalente",24235.5815874062
"Abaixo do peso","Não","Não","Maceió","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio incompleto ou equivalente",36418.0178787688
"Eutrofia","Não","Sim","Belo Horizonte","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio incompleto ou equivalente",81050.3766198796
"Eutrofia","Não","Sim","Rio de Janeiro","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio incompleto ou equivalente",134676.699838986
"Eutrofia","Não","Sim","Brasília","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Médio incompleto ou equivalente",24123.1417537214
"Abaixo do peso","Não","Não","Aracaju","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Médio incompleto ou equivalente",6077.56432826182
"Obesidade grau I","Sim","Sim","Salvador","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Médio incompleto ou equivalente",14120.9863281772
"Obesidade grau III","Sim","Sim","Rio de Janeiro","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Médio incompleto ou equivalente",53850.1529448593
"Eutrofia","Não","Sim","São Paulo","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Médio incompleto ou equivalente",94855.8342447659
"Eutrofia","Não","Sim","Belo Horizonte","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Médio incompleto ou equivalente",21608.1684906498
"Eutrofia","Não","Sim","Manaus","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio incompleto ou equivalente",66081.4093915577
"Obesidade grau III","Sim","Sim","Fortaleza","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio incompleto ou equivalente",6841.70750220158
"Eutrofia","Não","Sim","Salvador","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Médio incompleto ou equivalente",4448.9780482371
"Abaixo do peso","Não","Não","Belo Horizonte","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Médio incompleto ou equivalente",24340.5523751133
"Abaixo do peso","Não","Não","Salvador","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Médio incompleto ou equivalente",7553.98212528012
"Abaixo do peso","Não","Não","Florianópolis","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Médio incompleto ou equivalente",25237.4111678386
"Sobrepeso","Sim","Sim","Macapá","40 a 59 anos","Até 1/2 SM","Rural","Mulher","Médio incompleto ou equivalente",2397.78820653146
"Eutrofia","Não","Sim","Macapá","18 a 24 anos","1/2 até 1 SM","Rural","Mulher","Médio incompleto ou equivalente",2825.33027216597
"Eutrofia","Não","Sim","Florianópolis","18 a 24 anos","1/2 até 1 SM","Rural","Mulher","Médio incompleto ou equivalente",2889.96380973229
"Eutrofia","Não","Sim","Belém","25 a 39 anos","1/2 até 1 SM","Rural","Mulher","Médio incompleto ou equivalente",898.194760041554
"Abaixo do peso","Não","Não","Florianópolis","40 a 59 anos","1 até 2 SM","Rural","Mulher","Médio incompleto ou equivalente",1448.91123927821
"Abaixo do peso","Não","Não","Fortaleza","18 a 24 anos","Até 1/2 SM","Urbano","Homem","Médio completo ou equivalente",40359.9192873908
"Abaixo do peso","Não","Não","Vitória","18 a 24 anos","Até 1/2 SM","Urbano","Homem","Médio completo ou equivalente",25038.2229229926
"Sobrepeso","Sim","Sim","Boa Vista","25 a 39 anos","Até 1/2 SM","Urbano","Homem","Médio completo ou equivalente",8549.49867139347
"Abaixo do peso","Não","Não","São Luís","25 a 39 anos","Até 1/2 SM","Urbano","Homem","Médio completo ou equivalente",83429.5562128794
"Abaixo do peso","Não","Não","Fortaleza","25 a 39 anos","Até 1/2 SM","Urbano","Homem","Médio completo ou equivalente",16647.7953736283
"Abaixo do peso","Não","Não","Belo Horizonte","25 a 39 anos","Até 1/2 SM","Urbano","Homem","Médio completo ou equivalente",4281.81904144668
"Eutrofia","Não","Sim","Vitória","25 a 39 anos","Até 1/2 SM","Urbano","Homem","Médio completo ou equivalente",13702.1937514772
"Eutrofia","Não","Sim","Porto Velho","40 a 59 anos","Até 1/2 SM","Urbano","Homem","Médio completo ou equivalente",62730.3051916864
"Abaixo do peso","Não","Não","Belo Horizonte","18 a 24 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",113801.102552992
"Abaixo do peso","Não","Não","Rio de Janeiro","18 a 24 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",108231.903950909
"Abaixo do peso","Não","Não","Porto Velho","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",20004.1670924698
"Eutrofia","Não","Sim","Manaus","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",48051.5479497518
"Abaixo do peso","Não","Não","Manaus","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",72077.3219246338
"Sobrepeso","Sim","Sim","São Luís","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",12454.2158871266
"Eutrofia","Não","Sim","São Luís","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",33371.822485159
"Eutrofia","Não","Sim","Teresina","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",5754.47338849796
"Sobrepeso","Sim","Sim","Fortaleza","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",42254.3674660333
"Eutrofia","Não","Sim","Fortaleza","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",8323.8976868081
"Eutrofia","Não","Sim","Salvador","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",34764.4545435583
"Eutrofia","Não","Sim","Rio de Janeiro","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",59716.9900248021
"Abaixo do peso","Não","Não","São Paulo","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",166681.382548539
"Eutrofia","Não","Sim","Curitiba","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",5846.20600348658
"Eutrofia","Não","Sim","Campo Grande","25 a 39 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",15001.8990748949
"Eutrofia","Não","Sim","Porto Velho","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",4963.70451831847
"Sobrepeso","Sim","Sim","Manaus","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",25986.2473166288
"Abaixo do peso","Não","Não","Natal","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",4979.58551727981
"Sobrepeso","Sim","Sim","Recife","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",8516.2756148299
"Eutrofia","Não","Sim","Maceió","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",14058.6283273791
"Eutrofia","Não","Sim","São Paulo","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",95337.620982308
"Sobrepeso","Sim","Sim","Goiânia","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Médio completo ou equivalente",128834.492481615
"Eutrofia","Não","Sim","Porto Velho","18 a 24 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",13980.8498250843
"Eutrofia","Não","Sim","Boa Vista","18 a 24 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",8953.27353620649
"Abaixo do peso","Não","Não","São Luís","18 a 24 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",30096.2589735246
"Abaixo do peso","Não","Não","Teresina","18 a 24 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",19046.0313861163
"Abaixo do peso","Não","Não","Aracaju","18 a 24 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",23263.2865301874
"Sobrepeso","Sim","Sim","São Paulo","18 a 24 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",57280.5979361314
"Abaixo do peso","Não","Não","São Paulo","18 a 24 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",575785.607139252
"Eutrofia","Não","Sim","Goiânia","18 a 24 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",83910.3602023335
"Abaixo do peso","Não","Não","Brasília","18 a 24 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",131357.327797752
"Sobrepeso","Sim","Sim","Manaus","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",11055.4284165514
"Eutrofia","Não","Sim","Manaus","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",49554.8557104849
"Abaixo do peso","Não","Não","Belém","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",11552.4933167693
"Eutrofia","Não","Sim","São Luís","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",12454.2158871266
"Abaixo do peso","Não","Não","São Luís","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",10822.8027478116
"Abaixo do peso","Não","Não","Fortaleza","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",63381.5511990499
"Eutrofia","Não","Sim","Natal","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",6573.68536992594
"Abaixo do peso","Não","Não","Natal","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",40892.4266186713
"Eutrofia","Não","Sim","João Pessoa","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",8581.75750369736
"Abaixo do peso","Não","Não","Maceió","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",18892.0083322687
"Sobrepeso","Sim","Sim","Salvador","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",34881.6858864369
"Eutrofia","Não","Sim","Salvador","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",34012.128776944
"Sobrepeso","Sim","Sim","Rio de Janeiro","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",171109.305546003
"Eutrofia","Não","Sim","Rio de Janeiro","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",67881.8748980979
"Eutrofia","Não","Sim","São Paulo","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",111120.921699022
"Abaixo do peso","Não","Não","São Paulo","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",310289.402959456
"Eutrofia","Não","Sim","Curitiba","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",39464.8388573159
"Abaixo do peso","Não","Não","Curitiba","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",18977.1712198443
"Eutrofia","Não","Sim","Cuiabá","25 a 39 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",25796.1818901519
"Eutrofia","Não","Sim","Porto Velho","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",15773.9948230742
"Eutrofia","Não","Sim","Manaus","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",59241.4880599576
"Eutrofia","Não","Sim","Boa Vista","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",14670.3042318233
"Eutrofia","Não","Sim","Macapá","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",5499.58255861087
"Abaixo do peso","Não","Não","Teresina","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",9016.0348600787
"Sobrepeso","Sim","Sim","Fortaleza","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",46568.2205481706
"Eutrofia","Não","Sim","Fortaleza","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",29286.43930961
"Eutrofia","Não","Sim","Natal","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",17035.3112072914
"Abaixo do peso","Não","Não","Natal","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",23389.4548413802
"Eutrofia","Não","Sim","Recife","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",8516.2756148299
"Sobrepeso","Sim","Sim","Salvador","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",12880.9582028277
"Eutrofia","Não","Sim","Salvador","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",8587.30546855182
"Sobrepeso","Não","Sim","Salvador","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",8587.30546855182
"Eutrofia","Não","Sim","Belo Horizonte","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",109541.713081739
"Abaixo do peso","Não","Não","Belo Horizonte","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",34907.8745525445
"Sobrepeso","Sim","Sim","Rio de Janeiro","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",59021.8135713773
"Eutrofia","Não","Sim","Rio de Janeiro","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",72899.2560688678
"Sobrepeso","Sim","Sim","São Paulo","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",40673.3448030786
"Abaixo do peso","Não","Não","São Paulo","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",9034.18898830222
"Sobrepeso","Sim","Sim","Curitiba","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",5015.82747535653
"Sobrepeso","Sim","Sim","Porto Alegre","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",39862.4272739974
"Eutrofia","Não","Sim","Porto Alegre","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",28301.0359269899
"Abaixo do peso","Não","Não","Campo Grande","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",19306.60778567
"Eutrofia","Não","Sim","Cuiabá","40 a 59 anos","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",33198.2480107781
"Abaixo do peso","Não","Não","Manaus","60 anos ou mais","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",13974.3183243776
"Abaixo do peso","Não","Não","João Pessoa","60 anos ou mais","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",27966.4593145983
"Abaixo do peso","Não","Não","Vitória","60 anos ou mais","1 até 2 SM","Urbano","Homem","Médio completo ou equivalente",17024.0562094381
"Abaixo do peso","Não","Não","Rio Branco","18 a 24 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",17682.0253908847
"Eutrofia","Não","Sim","Teresina","18 a 24 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",11035.9242452349
"Abaixo do peso","Não","Não","Brasília","18 a 24 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",19538.8395813882
"Sobrepeso","Sim","Sim","Manaus","25 a 39 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",74332.2835657152
"Eutrofia","Não","Sim","Macapá","25 a 39 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",7067.35482101076
"Eutrofia","Não","Sim","Salvador","25 a 39 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",28939.3762462828
"Eutrofia","Não","Sim","São Paulo","25 a 39 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",21770.2391886139
"Eutrofia","Não","Sim","Curitiba","25 a 39 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",82489.6950853758
"Eutrofia","Não","Sim","Campo Grande","25 a 39 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",15001.8990748949
"Obesidade grau I","Sim","Sim","Cuiabá","25 a 39 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",14699.479197203
"Abaixo do peso","Não","Não","Cuiabá","25 a 39 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",9799.65279813131
"Abaixo do peso","Não","Não","Goiânia","25 a 39 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",7136.91458960408
"Abaixo do peso","Não","Não","Brasília","25 a 39 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",81405.4162816802
"Abaixo do peso","Não","Não","Porto Velho","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",7445.55677748292
"Abaixo do peso","Não","Não","Teresina","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",2468.56215048037
"Sobrepeso","Sim","Sim","Recife","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",74837.9747045292
"Abaixo do peso","Não","Não","Maceió","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",8753.81886148178
"Abaixo do peso","Não","Não","Aracaju","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",5506.20226503308
"Sobrepeso","Sim","Sim","Salvador","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",29181.142421772
"Eutrofia","Não","Sim","Belo Horizonte","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",19652.8812144412
"Eutrofia","Não","Sim","Rio de Janeiro","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",10890.1711477693
"Eutrofia","Não","Sim","Curitiba","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",24422.5614233247
"Abaixo do peso","Não","Não","Curitiba","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",86143.148626968
"Sobrepeso","Sim","Sim","Porto Alegre","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",4599.78016826999
"Eutrofia","Não","Sim","Goiânia","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",22291.5954418782
"Eutrofia","Não","Sim","Brasília","40 a 59 anos","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",19163.9245771244
"Abaixo do peso","Não","Não","Belém","60 anos ou mais","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",23933.4614351481
"Eutrofia","Não","Sim","Rio de Janeiro","60 anos ou mais","2 até 3 SM","Urbano","Homem","Médio completo ou equivalente",142800.65888288
