"IMC_classif","obesid","excpeso","Capital","faixa_idade","rend_per_capita","Sit_Urbano_Rural","Sexo","gescol","Freq"
"Obesidade grau I","Sim","Sim","Campo Grande","35 a 44 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1224.04393098591
"Eutrofia","Não","Sim","Campo Grande","35 a 44 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3639.1484304138
"Sobrepeso","Sim","Sim","Cuiabá","35 a 44 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1670.68874918557
"Eutrofia","Não","Sim","Cuiabá","35 a 44 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2609.31591238203
"Abaixo do peso","Não","Não","Cuiabá","35 a 44 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1052.33266868668
"Obesidade grau I","Sim","Sim","Goiânia","35 a 44 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1577.02849043828
"Eutrofia","Não","Sim","Goiânia","35 a 44 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4458.97756646831
"Abaixo do peso","Não","Não","Goiânia","35 a 44 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",7297.71597065965
"Sobrepeso","Sim","Sim","Brasília","35 a 44 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",6773.56442059282
"Obesidade grau I","Sim","Sim","Brasília","35 a 44 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2028.01325413682
"Eutrofia","Não","Sim","Brasília","35 a 44 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3334.27066170258
"Abaixo do peso","Não","Não","Brasília","35 a 44 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4892.6498996615
"Eutrofia","Não","Sim","Porto Velho","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1020.3047153866
"Abaixo do peso","Não","Não","Porto Velho","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1476.58998938374
"Eutrofia","Não","Não","Porto Velho","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",128.665733369803
"Sobrepeso","Sim","Sim","Rio Branco","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",538.939008669939
"Obesidade grau I","Sim","Sim","Rio Branco","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",278.408850295124
"Eutrofia","Não","Sim","Rio Branco","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",263.78467203859
"Sobrepeso","Sim","Sim","Manaus","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1973.0847499104
"Obesidade grau I","Sim","Sim","Manaus","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",962.302898032257
"Obesidade grau III","Sim","Sim","Manaus","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4530.58018183808
"Eutrofia","Não","Sim","Manaus","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3543.86579039955
"Abaixo do peso","Não","Não","Manaus","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",5291.68515759135
"Sobrepeso","Sim","Sim","Boa Vista","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",330.623061613136
"Eutrofia","Não","Sim","Boa Vista","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",513.074347208624
"Abaixo do peso","Não","Não","Boa Vista","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",598.716286359594
"Obesidade grau I","Sim","Sim","Belém","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2685.58169720543
"Obesidade grau III","Sim","Sim","Belém","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",670.074735333421
"Eutrofia","Não","Sim","Belém","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3772.82721819014
"Sobrepeso","Sim","Sim","Macapá","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",247.780342688177
"Eutrofia","Não","Sim","Macapá","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1174.14295027713
"Abaixo do peso","Não","Não","Macapá","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",531.021694229099
"Eutrofia","Não","Sim","São Luís","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2283.74749058344
"Abaixo do peso","Não","Não","São Luís","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1276.70487305963
"Eutrofia","Não","Sim","Teresina","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",890.724921862851
"Abaixo do peso","Não","Não","Teresina","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3362.71865298815
"Eutrofia","Não","Sim","Fortaleza","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",11714.2102833964
"Abaixo do peso","Não","Não","Fortaleza","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2071.00055360505
"Sobrepeso","Sim","Sim","Natal","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2034.05709472427
"Obesidade grau I","Sim","Sim","Natal","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2203.54501178954
"Eutrofia","Não","Sim","Natal","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3884.9953059248
"Abaixo do peso","Não","Não","Natal","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2839.05562303912
"Eutrofia","Não","Sim","João Pessoa","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2223.50202387434
"Abaixo do peso","Não","Não","João Pessoa","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",873.106887737762
"Sobrepeso","Sim","Sim","Recife","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1993.05940504665
"Eutrofia","Não","Sim","Recife","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4427.85829006977
"Abaixo do peso","Não","Não","Recife","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",503.934966330075
"Sobrepeso","Sim","Sim","Maceió","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1382.55551668027
"Eutrofia","Não","Sim","Maceió","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",5341.78102835667
"Abaixo do peso","Não","Não","Maceió","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",560.863210412517
"Sobrepeso","Sim","Sim","Aracaju","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2093.98508836607
"Obesidade grau I","Sim","Sim","Aracaju","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1461.59879480765
"Eutrofia","Não","Sim","Aracaju","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1984.88725222212
"Sobrepeso","Sim","Sim","Salvador","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4796.35658539539
"Eutrofia","Não","Sim","Salvador","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",9293.4256804195
"Abaixo do peso","Não","Não","Salvador","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",8960.95430543478
"Sobrepeso","Sim","Sim","Belo Horizonte","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3715.05215873425
"Obesidade grau I","Sim","Sim","Belo Horizonte","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1231.27690625441
"Eutrofia","Não","Sim","Belo Horizonte","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",9892.95389901408
"Abaixo do peso","Não","Não","Belo Horizonte","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3025.92158642274
"Obesidade grau I","Sim","Sim","Vitória","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",617.162632324428
"Eutrofia","Não","Sim","Vitória","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1088.45608407507
"Sobrepeso","Sim","Sim","Rio de Janeiro","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",17521.9173008264
"Obesidade grau I","Sim","Sim","Rio de Janeiro","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",6117.49192126982
"Obesidade grau III","Sim","Sim","Rio de Janeiro","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1433.07839982902
"Eutrofia","Não","Sim","Rio de Janeiro","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",28990.1781723916
"Abaixo do peso","Não","Não","Rio de Janeiro","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",5466.26545073695
"Obesidade grau III","Sim","Sim","São Paulo","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4116.62835989275
"Eutrofia","Não","Sim","São Paulo","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",31675.570046098
"Abaixo do peso","Não","Não","São Paulo","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",19667.7494129713
"Sobrepeso","Sim","Sim","Curitiba","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2924.60604357862
"Eutrofia","Não","Sim","Curitiba","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",7436.40018545811
"Abaixo do peso","Não","Não","Curitiba","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4377.16866878802
"Eutrofia","Não","Sim","Florianópolis","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",650.502335859725
"Eutrofia","Não","Sim","Porto Alegre","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",7297.54164512119
"Abaixo do peso","Não","Não","Porto Alegre","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",509.069717343909
"Sobrepeso","Sim","Sim","Campo Grande","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1670.54731949667
"Eutrofia","Não","Sim","Campo Grande","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2757.45310202577
"Abaixo do peso","Não","Não","Campo Grande","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",864.505902101298
"Sobrepeso","Sim","Sim","Cuiabá","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1270.17578420845
"Obesidade grau I","Sim","Sim","Cuiabá","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",709.777881969999
"Eutrofia","Não","Sim","Cuiabá","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",7261.71756377431
"Eutrofia","Não","Sim","Goiânia","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4473.57520744418
"Abaixo do peso","Não","Não","Goiânia","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4251.40875026612
"Obesidade grau I","Sim","Sim","Brasília","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",871.422768160552
"Abaixo do peso","Não","Não","Brasília","45 a 54 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3444.98767300665
"Obesidade grau III","Sim","Sim","Rio Branco","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",287.765096762357
"Eutrofia","Não","Sim","Rio Branco","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",569.961488649178
"Sobrepeso","Sim","Sim","Manaus","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",781.18156010164
"Eutrofia","Não","Sim","Manaus","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1409.63284531449
"Abaixo do peso","Não","Não","Manaus","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1017.81536517304
"Eutrofia","Não","Sim","Boa Vista","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",651.058978090774
"Eutrofia","Não","Sim","Belém","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4596.05123266574
"Abaixo do peso","Não","Não","Belém","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1276.1868336681
"Eutrofia","Não","Não","Belém","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2831.55187010181
"Eutrofia","Não","Sim","Macapá","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",167.097201631216
"Eutrofia","Não","Sim","São Luís","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1328.54774934151
"Sobrepeso","Sim","Sim","Fortaleza","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",6008.37807448252
"Sobrepeso","Sim","Sim","Natal","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3236.25191517799
"Eutrofia","Não","Sim","Natal","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3295.86818125045
"Eutrofia","Não","Sim","João Pessoa","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",955.629782867598
"Eutrofia","Não","Sim","Recife","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2213.79885619201
"Eutrofia","Não","Sim","Maceió","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1288.23810720711
"Eutrofia","Não","Sim","Salvador","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3488.59260495159
"Abaixo do peso","Não","Não","Salvador","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",8324.24323942343
"Abaixo do peso","Não","Não","Belo Horizonte","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",306.87278385258
"Sobrepeso","Sim","Sim","Vitória","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",371.136014493509
"Sobrepeso","Sim","Sim","Rio de Janeiro","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",6989.76388912419
"Eutrofia","Não","Sim","Rio de Janeiro","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",18958.0953005825
"Abaixo do peso","Não","Não","Rio de Janeiro","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",9803.90226694904
"Eutrofia","Não","Sim","São Paulo","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",11613.2335624502
"Abaixo do peso","Não","Não","São Paulo","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",15742.3153896818
"Abaixo do peso","Não","Não","Curitiba","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4403.19649140498
"Eutrofia","Não","Sim","Florianópolis","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",336.969469737152
"Eutrofia","Não","Sim","Porto Alegre","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3885.89594048629
"Abaixo do peso","Não","Não","Campo Grande","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",553.734783490868
"Abaixo do peso","Não","Não","Cuiabá","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",843.490870442106
"Abaixo do peso","Não","Não","Goiânia","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2532.36703285125
"Sobrepeso","Sim","Sim","Brasília","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2373.67122433619
"Eutrofia","Não","Sim","Brasília","55 a 64 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2581.34777232759
"Eutrofia","Não","Sim","Rio Branco","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",300.829186842521
"Sobrepeso","Sim","Sim","Manaus","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1803.94869050658
"Eutrofia","Não","Sim","Manaus","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2865.41788733529
"Abaixo do peso","Não","Não","Manaus","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2398.58264398419
"Eutrofia","Não","Sim","Boa Vista","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",439.697131780592
"Eutrofia","Não","Sim","Belém","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2010.37089861472
"Sobrepeso","Sim","Sim","Macapá","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",210.354119727581
"Eutrofia","Não","Sim","Teresina","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",618.258837997913
"Sobrepeso","Sim","Sim","Fortaleza","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",5232.40498550211
"Obesidade grau I","Sim","Sim","Salvador","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2527.61791642014
"Eutrofia","Não","Sim","Salvador","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",7468.32447591382
"Sobrepeso","Sim","Sim","Belo Horizonte","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2501.36000375558
"Eutrofia","Não","Sim","Belo Horizonte","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4020.72996069977
"Abaixo do peso","Não","Não","Belo Horizonte","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1873.24876777502
"Abaixo do peso","Não","Não","Vitória","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",358.06991271635
"Sobrepeso","Sim","Sim","Rio de Janeiro","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3701.83765734429
"Eutrofia","Não","Sim","Rio de Janeiro","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4438.56424569842
"Abaixo do peso","Não","Não","Rio de Janeiro","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",5022.41771689212
"Sobrepeso","Sim","Sim","São Paulo","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3958.9521896423
"Eutrofia","Não","Sim","São Paulo","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",6958.12506278029
"Abaixo do peso","Não","Não","São Paulo","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4956.81250123509
"Eutrofia","Não","Sim","Curitiba","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3704.42408966381
"Eutrofia","Não","Sim","Florianópolis","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",460.931289205857
"Eutrofia","Não","Sim","Porto Alegre","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",879.209579135975
"Abaixo do peso","Não","Não","Porto Alegre","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1067.68079206411
"Eutrofia","Não","Sim","Campo Grande","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1114.65476094118
"Abaixo do peso","Não","Não","Cuiabá","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",782.757636706356
"Sobrepeso","Sim","Sim","Goiânia","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2657.86885749527
"Abaixo do peso","Não","Não","Goiânia","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1603.37246884281
"Eutrofia","Não","Sim","Brasília","65 a 74 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",479.706709618618
"Abaixo do peso","Não","Não","Palmas","75 anos ou mais","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",123.195448735358
"Eutrofia","Não","Sim","São Luís","75 anos ou mais","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",342.227239255189
"Abaixo do peso","Não","Não","São Luís","75 anos ou mais","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1071.19806159424
"Sobrepeso","Sim","Sim","Teresina","75 anos ou mais","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1079.45498781939
"Abaixo do peso","Não","Não","Salvador","75 anos ou mais","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4627.59334704474
"Obesidade grau I","Sim","Sim","Vitória","75 anos ou mais","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",317.868404824809
"Sobrepeso","Sim","Sim","Rio de Janeiro","75 anos ou mais","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",6261.92577884316
"Eutrofia","Não","Sim","Rio de Janeiro","75 anos ou mais","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3944.27370914999
"Abaixo do peso","Não","Não","Rio de Janeiro","75 anos ou mais","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",9253.9377762294
"Abaixo do peso","Não","Não","São Paulo","75 anos ou mais","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",5946.26219678208
"Eutrofia","Não","Sim","Campo Grande","75 anos ou mais","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",744.681073003973
"Eutrofia","Não","Sim","Brasília","75 anos ou mais","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2249.91464140624
"Eutrofia","Não","Sim","Porto Velho","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",376.691662864166
"Abaixo do peso","Não","Não","Rio Branco","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",136.651225786199
"Eutrofia","Não","Sim","Manaus","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",1357.02508884825
"Abaixo do peso","Não","Não","Manaus","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",890.687448881816
"Eutrofia","Não","Sim","Boa Vista","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",133.242759904857
"Abaixo do peso","Não","Não","Boa Vista","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",333.942200062098
"Eutrofia","Não","Sim","Belém","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",1748.59053686506
"Eutrofia","Não","Sim","Macapá","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",577.413093933616
"Abaixo do peso","Não","Não","Macapá","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",243.907255189016
"Eutrofia","Não","Sim","Palmas","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",339.195878856404
"Abaixo do peso","Não","Não","Palmas","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",773.00523286658
"Abaixo do peso","Não","Não","São Luís","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",4038.17220633077
"Eutrofia","Não","Sim","Teresina","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",262.943909592264
"Abaixo do peso","Não","Não","Teresina","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",271.214442983023
"Eutrofia","Não","Sim","Fortaleza","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",6260.38289885994
"Abaixo do peso","Não","Não","Fortaleza","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",1891.15021750887
"Eutrofia","Não","Sim","Natal","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",2722.26323215033
"Abaixo do peso","Não","Não","Natal","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",1475.75858600689
"Abaixo do peso","Não","Não","João Pessoa","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",1435.06106580526
"Abaixo do peso","Não","Não","Recife","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",1145.60531992873
"Sobrepeso","Sim","Sim","Maceió","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",1694.13864417507
"Eutrofia","Não","Sim","Maceió","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",1804.07620939538
"Abaixo do peso","Não","Não","Maceió","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",2438.0408524163
"Abaixo do peso","Não","Não","Salvador","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",2342.11549125368
"Sobrepeso","Sim","Sim","Belo Horizonte","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",1887.14876196749
"Eutrofia","Não","Sim","Belo Horizonte","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",3696.0321616348
"Sobrepeso","Não","Sim","Vitória","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",575.216245700107
"Abaixo do peso","Não","Não","Vitória","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",357.985657440442
"Eutrofia","Não","Sim","Rio de Janeiro","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",17058.561530008
"Sobrepeso","Sim","Sim","São Paulo","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",12834.4910971838
"Abaixo do peso","Não","Não","São Paulo","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",10819.8482196818
"Eutrofia","Não","Sim","Curitiba","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",2111.86935261522
"Abaixo do peso","Não","Não","Curitiba","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",2187.40710337093
"Eutrofia","Não","Sim","Porto Alegre","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",692.509722660625
"Abaixo do peso","Não","Não","Porto Alegre","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",3887.1185207151
"Abaixo do peso","Não","Não","Campo Grande","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",1690.3977157637
"Eutrofia","Não","Sim","Cuiabá","18 a 24 anos","2 até 3 SM","Urbano","Masculino","Médio completo ou equivalente",1826.08314885199
