"IMC_classif","obesid","excpeso","Unidades_da_Federacao","faixa_idade","rend_per_capita","Sit_Urbano_Rural","Sexo","gescol","Freq"
"Sobrepeso","Sim","Sim","Minas Gerais","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",24049.3528192877
"Eutrofia","Não","Sim","Minas Gerais","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",20825.7803543364
"Sobrepeso","Sim","Sim","Espírito Santo","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",16602.4583664362
"Eutrofia","Não","Sim","Espírito Santo","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",19317.0108231931
"Sobrepeso","Sim","Sim","Rio de Janeiro","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",302.543863112828
"Eutrofia","Não","Sim","Rio de Janeiro","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4816.53013448007
"Sobrepeso","Sim","Sim","São Paulo","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",44344.8912155397
"Eutrofia","Não","Sim","São Paulo","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3349.4774668619
"Eutrofia","Não","Sim","Santa Catarina","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",1801.85473374364
"Abaixo do peso","Não","Não","Santa Catarina","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",16613.5923793359
"Sobrepeso","Sim","Sim","Rio Grande do Sul","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3538.92498932725
"Obesidade grau I","Sim","Sim","Rio Grande do Sul","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",18698.0600037559
"Obesidade grau III","Sim","Sim","Rio Grande do Sul","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3476.04728028029
"Eutrofia","Não","Sim","Rio Grande do Sul","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",48140.6016356694
"Eutrofia","Não","Sim","Mato Grosso do Sul","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",7444.85429191203
"Abaixo do peso","Não","Não","Mato Grosso","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",544.381693777794
"Sobrepeso","Sim","Sim","Goiás","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4873.94524843418
"Eutrofia","Não","Sim","Goiás","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",7758.67024185754
"Eutrofia","Não","Sim","Distrito Federal","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2793.80640994186
"Abaixo do peso","Não","Não","Roraima","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2093.44060284403
"Sobrepeso","Sim","Sim","Pará","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",1945.39679680869
"Abaixo do peso","Não","Não","Maranhão","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2820.05490118525
"Eutrofia","Não","Sim","Piauí","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",1855.50770154187
"Sobrepeso","Sim","Sim","Ceará","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",9018.88163390773
"Abaixo do peso","Não","Não","Ceará","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",19618.4626334632
"Eutrofia","Não","Sim","Rio Grande do Norte","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",6035.63134396811
"Eutrofia","Não","Sim","Paraíba","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",8574.05290806972
"Abaixo do peso","Não","Não","Paraíba","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",72185.9697160323
"Eutrofia","Não","Sim","Pernambuco","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",38483.7545773868
"Abaixo do peso","Não","Não","Pernambuco","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",12678.2335419879
"Sobrepeso","Sim","Sim","Alagoas","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",623.516884045906
"Abaixo do peso","Não","Não","Alagoas","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",9575.3984716499
"Sobrepeso","Sim","Sim","Sergipe","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",14906.6448667877
"Sobrepeso","Sim","Sim","Bahia","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",46288.676631366
"Obesidade grau I","Sim","Sim","Bahia","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4315.19103679374
"Abaixo do peso","Não","Não","Bahia","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4167.74924728572
"Abaixo do peso","Não","Não","Minas Gerais","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",9021.31452808805
"Sobrepeso","Sim","Sim","Rio de Janeiro","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",28844.2925608131
"Eutrofia","Não","Sim","Rio de Janeiro","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",8322.09042519442
"Abaixo do peso","Não","Não","Rio de Janeiro","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",728.906195723471
"Sobrepeso","Sim","Sim","São Paulo","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",28163.1244943392
"Eutrofia","Não","Sim","São Paulo","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2235.49572564467
"Abaixo do peso","Não","Não","São Paulo","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5280.79594929158
"Eutrofia","Não","Sim","Paraná","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",11528.1675630849
"Abaixo do peso","Não","Não","Paraná","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",9357.53084617722
"Eutrofia","Não","Sim","Rio Grande do Sul","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",35303.2692685416
"Abaixo do peso","Não","Não","Rio Grande do Sul","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",6234.58531705923
"Abaixo do peso","Não","Não","Goiás","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3741.03667222875
"Eutrofia","Não","Sim","Distrito Federal","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5601.07850795631
"Eutrofia","Não","Sim","Pará","18 a 24 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",19009.9383818615
"Sobrepeso","Sim","Sim","Amapá","25 a 39 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",1580.14191185332
"Abaixo do peso","Não","Não","Piauí","25 a 39 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",12152.6503519308
"Abaixo do peso","Não","Não","Pernambuco","25 a 39 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5865.91501551342
"Abaixo do peso","Não","Não","Bahia","25 a 39 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",27660.5276110981
"Sobrepeso","Sim","Sim","Espírito Santo","25 a 39 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",14896.3213250062
"Eutrofia","Não","Sim","Espírito Santo","25 a 39 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",6657.1942716279
"Sobrepeso","Sim","Sim","Rio de Janeiro","25 a 39 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",673.075772135166
"Sobrepeso","Sim","Sim","São Paulo","25 a 39 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3632.57285000579
"Obesidade grau I","Sim","Sim","Rio Grande do Sul","25 a 39 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5654.76037706561
"Eutrofia","Não","Sim","Rio Grande do Sul","25 a 39 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",19893.9820478881
"Abaixo do peso","Não","Não","Mato Grosso do Sul","25 a 39 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",1191.10639019247
"Sobrepeso","Sim","Sim","Pará","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",7300.51780597353
"Obesidade grau I","Sim","Sim","Pará","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2964.83547719952
"Eutrofia","Não","Sim","Pará","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",9803.255161078
"Abaixo do peso","Não","Não","Pará","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",22547.4482692232
"Abaixo do peso","Não","Não","Tocantins","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",433.574774153718
"Abaixo do peso","Não","Não","Maranhão","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",7477.29695122521
"Sobrepeso","Sim","Sim","Piauí","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5871.93863990475
"Abaixo do peso","Não","Não","Piauí","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",12849.0151225445
"Sobrepeso","Sim","Sim","Ceará","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",14721.106206691
"Abaixo do peso","Não","Não","Ceará","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",24109.7402672053
"Sobrepeso","Sim","Sim","Rio Grande do Norte","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5899.50518516458
"Eutrofia","Não","Sim","Rio Grande do Norte","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",7866.00691355638
"Sobrepeso","Sim","Sim","Paraíba","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",1945.17956706875
"Eutrofia","Não","Sim","Paraíba","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",30970.672996774
"Eutrofia","Não","Sim","Pernambuco","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",16929.0750768485
"Abaixo do peso","Não","Não","Pernambuco","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",25500.7302894333
"Sobrepeso","Sim","Sim","Alagoas","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",16546.0043628893
"Eutrofia","Não","Sim","Sergipe","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",17746.187710661
"Abaixo do peso","Não","Não","Sergipe","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",10885.4957112278
"Sobrepeso","Sim","Sim","Bahia","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",30092.5504500782
"Eutrofia","Não","Sim","Bahia","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",21892.2796424111
"Sobrepeso","Sim","Sim","Minas Gerais","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",13355.787037884
"Obesidade grau I","Sim","Sim","Minas Gerais","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",20093.6929474775
"Eutrofia","Não","Sim","Minas Gerais","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",11050.8918716287
"Abaixo do peso","Não","Não","Minas Gerais","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",7415.08900490796
"Eutrofia","Não","Sim","Espírito Santo","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",6307.84143589555
"Obesidade grau I","Sim","Sim","Rio de Janeiro","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",1385.27261011983
"Sobrepeso","Sim","Sim","São Paulo","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2418.92313584588
"Obesidade grau III","Sim","Sim","São Paulo","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",8373.69366714397
"Eutrofia","Não","Sim","São Paulo","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",31608.480302782
"Abaixo do peso","Não","Não","São Paulo","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",10400.7773915521
"Sobrepeso","Sim","Sim","Paraná","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2271.09319074472
"Obesidade grau I","Sim","Sim","Paraná","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",7274.48675406277
"Obesidade grau III","Sim","Sim","Paraná","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4514.25758088548
"Eutrofia","Não","Sim","Paraná","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4247.62459095176
"Abaixo do peso","Não","Não","Paraná","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",10074.4210118601
"Obesidade grau I","Sim","Sim","Santa Catarina","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2170.71810310684
"Obesidade grau III","Sim","Sim","Santa Catarina","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2902.80394108965
"Abaixo do peso","Não","Não","Santa Catarina","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",16613.5923793359
"Sobrepeso","Não","Sim","Rio Grande do Sul","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",11048.3773505598
"Abaixo do peso","Não","Não","Rio Grande do Sul","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",22892.6135120723
"Obesidade grau III","Sim","Sim","Mato Grosso do Sul","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5185.70578992287
"Eutrofia","Não","Sim","Mato Grosso","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",26476.8712384218
"Obesidade grau II","Sim","Sim","Goiás","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",7500.56499238484
"Abaixo do peso","Não","Não","Goiás","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2407.56005324757
"Eutrofia","Não","Sim","Rondônia","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4540.85180209349
"Eutrofia","Não","Sim","Amazonas","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5146.88334948185
"Abaixo do peso","Não","Não","Amazonas","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",712.557911616285
"Sobrepeso","Sim","Sim","Tocantins","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",509.224115410521
"Abaixo do peso","Não","Não","Maranhão","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",10070.8449267736
"Eutrofia","Não","Sim","Piauí","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",6650.58522320051
"Abaixo do peso","Não","Não","Piauí","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",1112.63709153502
"Eutrofia","Não","Sim","Ceará","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",33899.8268756083
"Abaixo do peso","Não","Não","Ceará","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5843.53686853608
"Sobrepeso","Sim","Sim","Paraíba","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",7935.19492669418
"Sobrepeso","Sim","Sim","Pernambuco","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",14923.3477362123
"Obesidade grau I","Sim","Sim","Pernambuco","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",8301.67692775362
"Abaixo do peso","Não","Não","Pernambuco","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4854.70193060204
"Sobrepeso","Sim","Sim","Alagoas","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4787.69923581861
"Sobrepeso","Sim","Sim","Bahia","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",32488.5513038541
"Abaixo do peso","Não","Não","Bahia","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",24137.6949675178
"Sobrepeso","Sim","Sim","Minas Gerais","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3730.3697745442
"Eutrofia","Não","Sim","Minas Gerais","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",26193.8724458127
"Abaixo do peso","Não","Não","Minas Gerais","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",73663.5986133826
"Abaixo do peso","Não","Não","Espírito Santo","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",707.774994321182
"Sobrepeso","Sim","Sim","São Paulo","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",1893.98164211955
"Eutrofia","Não","Sim","São Paulo","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",36275.4881929166
"Abaixo do peso","Não","Não","São Paulo","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",23806.9498876606
"Sobrepeso","Sim","Sim","Paraná","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4639.17440966664
"Obesidade grau I","Sim","Sim","Paraná","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5334.69883401966
"Eutrofia","Não","Sim","Paraná","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",8267.73193772813
"Sobrepeso","Sim","Sim","Santa Catarina","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",12764.5962240249
"Obesidade grau III","Sim","Sim","Santa Catarina","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3830.10183535256
"Eutrofia","Não","Sim","Santa Catarina","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3500.71659486382
"Abaixo do peso","Não","Não","Santa Catarina","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",16007.8227171284
"Sobrepeso","Sim","Sim","Rio Grande do Sul","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",8197.63244276608
"Eutrofia","Não","Sim","Rio Grande do Sul","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",6921.79879222826
"Abaixo do peso","Não","Não","Rio Grande do Sul","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",16162.8801015659
"Abaixo do peso","Não","Não","Mato Grosso do Sul","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",723.541137452491
"Sobrepeso","Sim","Sim","Goiás","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",592.716996197986
"Eutrofia","Não","Sim","Goiás","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5549.48669641879
"Abaixo do peso","Não","Não","Goiás","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4169.40826220723
"Abaixo do peso","Não","Não","Amapá","18 a 24 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2825.33027216597
"Abaixo do peso","Não","Não","São Paulo","18 a 24 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",31691.4583728733
"Sobrepeso","Sim","Sim","Mato Grosso","25 a 39 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5926.49146509451
"Abaixo do peso","Não","Não","Amapá","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",191.695427779002
"Eutrofia","Não","Sim","Rio Grande do Norte","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5741.9464774691
"Sobrepeso","Sim","Sim","Minas Gerais","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",10345.8928017884
"Obesidade grau I","Sim","Sim","Espírito Santo","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",6138.38266321466
"Sobrepeso","Não","Sim","Espírito Santo","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",520.934398716894
"Obesidade grau I","Sim","Sim","São Paulo","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",19021.4742492195
"Sobrepeso","Sim","Sim","Paraná","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4352.60993052769
"Sobrepeso","Sim","Sim","Santa Catarina","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",7137.72583773592
"Obesidade grau I","Sim","Sim","Santa Catarina","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",13875.5779248371
"Obesidade grau III","Sim","Sim","Santa Catarina","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2235.49272470452
"Eutrofia","Não","Sim","Santa Catarina","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",12554.8708887264
"Abaixo do peso","Não","Não","Santa Catarina","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",10387.3166091402
"Sobrepeso","Sim","Sim","Mato Grosso do Sul","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",386.29177064985
"Abaixo do peso","Não","Não","Goiás","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2736.74983459385
"Eutrofia","Não","Sim","Ceará","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4033.61042193914
"Eutrofia","Não","Não","Ceará","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3469.9973976352
"Eutrofia","Não","Sim","Paraíba","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",6809.13329563618
"Abaixo do peso","Não","Não","Pernambuco","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2767.22564258876
"Eutrofia","Não","Sim","Minas Gerais","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2902.95343449096
"Abaixo do peso","Não","Não","Minas Gerais","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",7425.34494027398
"Eutrofia","Não","Sim","Espírito Santo","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",10913.6076438761
"Eutrofia","Não","Não","Espírito Santo","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",12402.9221684646
"Eutrofia","Não","Sim","Rio de Janeiro","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",355.331168348578
"Obesidade grau III","Sim","Sim","São Paulo","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",8892.4786819424
"Sobrepeso","Não","Sim","São Paulo","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",9249.48644487484
"Sobrepeso","Sim","Sim","Paraná","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",12271.2304629068
"Eutrofia","Não","Sim","Paraná","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3332.41655102389
"Abaixo do peso","Não","Não","Paraná","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4563.06229995381
"Sobrepeso","Sim","Sim","Santa Catarina","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3830.10183535256
"Obesidade grau I","Sim","Sim","Santa Catarina","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",866.27127142978
"Eutrofia","Não","Sim","Santa Catarina","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2542.89193408381
"Sobrepeso","Não","Sim","Santa Catarina","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",11046.2667407163
"Sobrepeso","Sim","Sim","Rio Grande do Sul","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",12155.2659543844
"Eutrofia","Não","Sim","Rio Grande do Sul","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",37604.1904767318
"Abaixo do peso","Não","Não","Rio Grande do Sul","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3988.89460125213
"Abaixo do peso","Não","Não","Mato Grosso do Sul","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",453.69125909939
"Sobrepeso","Sim","Sim","Mato Grosso","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",1023.72214524792
"Sobrepeso","Sim","Sim","Goiás","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",6394.1780568895
"Abaixo do peso","Não","Não","Goiás","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",513.259827766758
"Sobrepeso","Sim","Sim","Rondônia","40 a 59 anos","Mais de 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",18192.4506378395
