"IMC_classif","obesid","excpeso","Unidades_da_Federacao","faixa_idade","rend_per_capita","Sit_Urbano_Rural","Sexo","gescol","Freq"
"Eutrofia","Não","Sim","Rio Grande do Sul","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",4524.08163379408
"Abaixo do peso","Não","Não","Rio Grande do Sul","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",4141.4799033285
"Sobrepeso","Sim","Sim","Mato Grosso do Sul","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",3357.99004609659
"Obesidade grau I","Sim","Sim","Mato Grosso do Sul","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1361.57144989918
"Eutrofia","Não","Sim","Mato Grosso do Sul","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",6111.39703900505
"Abaixo do peso","Não","Não","Mato Grosso do Sul","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",4579.62513924335
"Sobrepeso","Sim","Sim","Mato Grosso","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",4846.97399197955
"Eutrofia","Não","Sim","Mato Grosso","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",6662.90480160274
"Abaixo do peso","Não","Não","Mato Grosso","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1037.67844695358
"Sobrepeso","Sim","Sim","Goiás","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",6606.78529323722
"Eutrofia","Não","Sim","Goiás","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",7127.02905026695
"Sobrepeso","Não","Sim","Goiás","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",960.249944003605
"Abaixo do peso","Não","Não","Goiás","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",5521.32861824348
"Sobrepeso","Sim","Sim","Distrito Federal","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",3002.1772219295
"Eutrofia","Não","Sim","Distrito Federal","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",3827.71304224946
"Abaixo do peso","Não","Não","Distrito Federal","35 a 44 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",8567.65978810022
"Sobrepeso","Sim","Sim","Rondônia","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",381.498502076523
"Eutrofia","Não","Sim","Rondônia","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1156.0702679156
"Abaixo do peso","Não","Não","Rondônia","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",542.100537364997
"Sobrepeso","Sim","Sim","Acre","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",442.670071965236
"Eutrofia","Não","Sim","Acre","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",287.765096762357
"Abaixo do peso","Não","Não","Acre","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",813.784282062318
"Sobrepeso","Sim","Sim","Amazonas","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",3883.15959762171
"Eutrofia","Não","Sim","Amazonas","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",6395.57261586674
"Abaixo do peso","Não","Não","Amazonas","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2684.46262776249
"Sobrepeso","Sim","Sim","Roraima","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",154.304543184896
"Eutrofia","Não","Sim","Roraima","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",925.878240191223
"Abaixo do peso","Não","Não","Roraima","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",550.935472624855
"Sobrepeso","Sim","Sim","Pará","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",5118.92370744607
"Obesidade grau I","Sim","Sim","Pará","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2367.5601360149
"Eutrofia","Não","Sim","Pará","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",7863.02899904179
"Eutrofia","Não","Não","Pará","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",809.769980037883
"Sobrepeso","Sim","Sim","Amapá","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",290.694681469439
"Eutrofia","Não","Sim","Amapá","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",217.105612761058
"Abaixo do peso","Não","Não","Amapá","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",915.300903111776
"Sobrepeso","Sim","Sim","Tocantins","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1228.96935903478
"Abaixo do peso","Não","Não","Tocantins","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",315.809863630312
"Eutrofia","Não","Sim","Maranhão","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2901.81662081409
"Sobrepeso","Não","Sim","Maranhão","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",880.315727328634
"Abaixo do peso","Não","Não","Maranhão","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",366.599660702411
"Sobrepeso","Sim","Sim","Piauí","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",716.479850590682
"Eutrofia","Não","Sim","Piauí","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1477.71129967256
"Abaixo do peso","Não","Não","Piauí","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2179.51515662689
"Sobrepeso","Sim","Sim","Ceará","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",6137.65812538846
"Eutrofia","Não","Sim","Ceará","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",7394.0929192969
"Abaixo do peso","Não","Não","Ceará","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",4414.38630204009
"Sobrepeso","Sim","Sim","Rio Grande do Norte","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1397.71956845435
"Obesidade grau I","Sim","Sim","Rio Grande do Norte","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1351.68766754431
"Eutrofia","Não","Sim","Rio Grande do Norte","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",5576.72762228287
"Abaixo do peso","Não","Não","Rio Grande do Norte","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",902.260577990775
"Sobrepeso","Sim","Sim","Paraíba","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",790.515237865032
"Eutrofia","Não","Sim","Paraíba","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",926.316169737999
"Abaixo do peso","Não","Não","Paraíba","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",7311.64816143306
"Obesidade grau III","Sim","Sim","Pernambuco","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",3033.42749855632
"Eutrofia","Não","Sim","Pernambuco","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",7856.67413614214
"Abaixo do peso","Não","Não","Pernambuco","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",13193.666137499
"Sobrepeso","Sim","Sim","Alagoas","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2161.79116305183
"Eutrofia","Não","Sim","Alagoas","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2225.8307175978
"Abaixo do peso","Não","Não","Alagoas","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",830.940318980218
"Eutrofia","Não","Sim","Sergipe","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",353.933855163967
"Abaixo do peso","Não","Não","Sergipe","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",3381.45051631152
"Sobrepeso","Sim","Sim","Bahia","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",7003.88276872017
"Obesidade grau I","Sim","Sim","Bahia","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",4782.76956571694
"Obesidade grau III","Sim","Sim","Bahia","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",11939.9465880465
"Eutrofia","Não","Sim","Bahia","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",23814.6869210954
"Abaixo do peso","Não","Não","Bahia","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2947.01889393861
"Sobrepeso","Sim","Sim","Minas Gerais","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",3232.33266478815
"Eutrofia","Não","Sim","Minas Gerais","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",6411.72289694545
"Abaixo do peso","Não","Não","Minas Gerais","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",33407.8448632198
"Sobrepeso","Sim","Sim","Espírito Santo","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",581.566008191392
"Eutrofia","Não","Sim","Espírito Santo","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",5952.24120229828
"Abaixo do peso","Não","Não","Espírito Santo","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",9202.54855456492
"Sobrepeso","Sim","Sim","Rio de Janeiro","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",21498.9098694486
"Obesidade grau III","Sim","Sim","Rio de Janeiro","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",6667.29914540502
"Eutrofia","Não","Sim","Rio de Janeiro","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",19110.709711728
"Abaixo do peso","Não","Não","Rio de Janeiro","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",39632.8780833456
"Sobrepeso","Sim","Sim","São Paulo","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",27656.0020545042
"Eutrofia","Não","Sim","São Paulo","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",23431.139291466
"Abaixo do peso","Não","Não","São Paulo","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",59491.1850098648
"Eutrofia","Não","Sim","Paraná","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",627.98007829383
"Sobrepeso","Sim","Sim","Santa Catarina","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",5770.48737290734
"Abaixo do peso","Não","Não","Santa Catarina","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",9565.68268670118
"Sobrepeso","Sim","Sim","Rio Grande do Sul","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",3666.96656087074
"Eutrofia","Não","Sim","Rio Grande do Sul","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1016.89988450124
"Sobrepeso","Não","Sim","Rio Grande do Sul","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",6893.01482928923
"Abaixo do peso","Não","Não","Rio Grande do Sul","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",7989.83316046163
"Sobrepeso","Sim","Sim","Mato Grosso do Sul","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2814.72073276678
"Obesidade grau I","Sim","Sim","Mato Grosso do Sul","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",554.58285545462
"Eutrofia","Não","Sim","Mato Grosso do Sul","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2992.29737419583
"Abaixo do peso","Não","Não","Mato Grosso do Sul","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1654.42458341617
"Eutrofia","Não","Sim","Mato Grosso","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",732.529341724636
"Abaixo do peso","Não","Não","Mato Grosso","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",828.425290497756
"Sobrepeso","Sim","Sim","Goiás","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1329.34211809071
"Eutrofia","Não","Sim","Goiás","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",6051.6385033551
"Abaixo do peso","Não","Não","Goiás","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2939.39370336651
"Sobrepeso","Sim","Sim","Distrito Federal","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1567.25465261402
"Eutrofia","Não","Sim","Distrito Federal","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1040.38851659297
"Sobrepeso","Não","Sim","Distrito Federal","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",593.417806084047
"Abaixo do peso","Não","Não","Distrito Federal","45 a 54 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",536.814145921181
"Eutrofia","Não","Sim","Acre","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",226.142740393577
"Obesidade grau III","Sim","Sim","Amazonas","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1688.96474937751
"Eutrofia","Não","Sim","Amazonas","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1532.6402610417
"Abaixo do peso","Não","Não","Amazonas","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",891.99902589968
"Eutrofia","Não","Sim","Roraima","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",299.184142050284
"Sobrepeso","Sim","Sim","Pará","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2737.03233600958
"Eutrofia","Não","Sim","Pará","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1388.78211713772
"Eutrofia","Não","Sim","Amapá","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",377.432282202062
"Eutrofia","Não","Sim","Tocantins","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",292.266342499097
"Abaixo do peso","Não","Não","Tocantins","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",135.318922301946
"Eutrofia","Não","Sim","Maranhão","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1992.59850126273
"Eutrofia","Não","Sim","Piauí","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1125.09440885949
"Abaixo do peso","Não","Não","Piauí","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2534.04117735638
"Eutrofia","Não","Sim","Ceará","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",7317.26422680268
"Sobrepeso","Sim","Sim","Rio Grande do Norte","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",5161.81610070081
"Eutrofia","Não","Sim","Rio Grande do Norte","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1958.81517767181
"Eutrofia","Não","Não","Rio Grande do Norte","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",838.00690082224
"Sobrepeso","Sim","Sim","Paraíba","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",4289.26600942827
"Eutrofia","Não","Sim","Paraíba","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",633.410928678588
"Eutrofia","Não","Sim","Pernambuco","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",12834.5988860524
"Sobrepeso","Sim","Sim","Alagoas","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",479.64580158212
"Eutrofia","Não","Sim","Alagoas","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",673.608322919008
"Abaixo do peso","Não","Não","Sergipe","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",694.634185787327
"Eutrofia","Não","Sim","Bahia","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",4692.02799757714
"Abaixo do peso","Não","Não","Bahia","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",4313.06992965282
"Sobrepeso","Sim","Sim","Minas Gerais","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",968.846623351794
"Abaixo do peso","Não","Não","Minas Gerais","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",3579.94842970211
"Sobrepeso","Sim","Sim","Espírito Santo","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",5045.47876458589
"Sobrepeso","Sim","Sim","Rio de Janeiro","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",5715.41143576924
"Eutrofia","Não","Sim","Rio de Janeiro","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",19467.392014966
"Abaixo do peso","Não","Não","Rio de Janeiro","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",15115.9472578891
"Eutrofia","Não","Sim","São Paulo","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",10816.9999691532
"Abaixo do peso","Não","Não","São Paulo","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",29098.4567238409
"Eutrofia","Não","Sim","Paraná","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",980.958750463551
"Sobrepeso","Sim","Sim","Rio Grande do Sul","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",15032.3032382415
"Abaixo do peso","Não","Não","Rio Grande do Sul","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",12431.8022433063
"Eutrofia","Não","Sim","Mato Grosso do Sul","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2018.22819109448
"Abaixo do peso","Não","Não","Mato Grosso do Sul","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1116.8125360058
"Sobrepeso","Sim","Sim","Mato Grosso","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",798.668418737904
"Eutrofia","Não","Sim","Mato Grosso","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",863.114513526926
"Abaixo do peso","Não","Não","Mato Grosso","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",614.93050567053
"Eutrofia","Não","Sim","Goiás","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1064.77514313995
"Sobrepeso","Sim","Sim","Distrito Federal","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2654.53291963314
"Eutrofia","Não","Sim","Distrito Federal","55 a 64 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",3807.84159482277
"Eutrofia","Não","Sim","Amazonas","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",647.668900802317
"Abaixo do peso","Não","Não","Amazonas","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",451.350033410999
"Abaixo do peso","Não","Não","Pará","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",4796.83527376057
"Abaixo do peso","Não","Não","Tocantins","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1629.46037400817
"Sobrepeso","Sim","Sim","Maranhão","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1209.32899907862
"Eutrofia","Não","Sim","Maranhão","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1946.19669630641
"Abaixo do peso","Não","Não","Maranhão","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",714.603499457141
"Sobrepeso","Sim","Sim","Piauí","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",857.32633695027
"Sobrepeso","Sim","Sim","Ceará","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",454.125977521355
"Sobrepeso","Sim","Sim","Rio Grande do Norte","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2633.85066570576
"Eutrofia","Não","Não","Paraíba","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",359.364862212244
"Eutrofia","Não","Sim","Alagoas","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",1091.98595154873
"Abaixo do peso","Não","Não","Alagoas","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",598.755878640557
"Eutrofia","Não","Sim","Minas Gerais","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2849.3479458463
"Abaixo do peso","Não","Não","Minas Gerais","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",557.936544993982
"Eutrofia","Não","Sim","Espírito Santo","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",312.093872951731
"Abaixo do peso","Não","Não","Espírito Santo","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",309.689300935882
"Abaixo do peso","Não","Não","Rio de Janeiro","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",13422.6781930316
"Sobrepeso","Sim","Sim","São Paulo","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2733.62658897575
"Obesidade grau I","Sim","Sim","São Paulo","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",8323.0719990743
"Eutrofia","Não","Sim","São Paulo","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",3914.31409598913
"Abaixo do peso","Não","Não","Rio Grande do Sul","65 a 74 anos","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",299.629829979991
"Eutrofia","Não","Sim","Acre","75 anos ou mais","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",104.373572485734
"Sobrepeso","Sim","Sim","Tocantins","75 anos ou mais","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",791.880864389091
"Abaixo do peso","Não","Não","Tocantins","75 anos ou mais","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",234.183976905545
"Eutrofia","Não","Sim","Maranhão","75 anos ou mais","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",526.050405615206
"Sobrepeso","Sim","Sim","Ceará","75 anos ou mais","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",3930.64439801713
"Abaixo do peso","Não","Não","Paraíba","75 anos ou mais","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",614.165068608929
"Eutrofia","Não","Sim","Pernambuco","75 anos ou mais","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",2232.20847252906
"Abaixo do peso","Não","Não","Minas Gerais","75 anos ou mais","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",3144.30285696381
"Eutrofia","Não","Sim","Rio de Janeiro","75 anos ou mais","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",5494.84782767689
"Eutrofia","Não","Sim","São Paulo","75 anos ou mais","1/2 até 1 SM","Urbano","Masculino","Médio completo ou equivalente",3830.81957732483
"Eutrofia","Não","Sim","Rondônia","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",5113.80993049507
"Abaixo do peso","Não","Não","Rondônia","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2441.21074341198
"Sobrepeso","Sim","Sim","Acre","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",894.484331807698
"Eutrofia","Não","Sim","Acre","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",827.749854211238
"Abaixo do peso","Não","Não","Acre","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2326.46624321104
"Sobrepeso","Sim","Sim","Amazonas","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",2689.18119214558
"Eutrofia","Não","Sim","Amazonas","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",918.567115262987
"Abaixo do peso","Não","Não","Amazonas","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",3394.30863286556
"Eutrofia","Não","Sim","Roraima","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",635.023403811313
"Abaixo do peso","Não","Não","Roraima","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",883.810385259138
"Sobrepeso","Sim","Sim","Pará","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",4277.10121761232
"Eutrofia","Não","Sim","Pará","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",12478.3302245323
"Abaixo do peso","Não","Não","Pará","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",24631.8505847595
"Sobrepeso","Sim","Sim","Amapá","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",384.610216020023
"Eutrofia","Não","Sim","Amapá","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",917.535290541903
"Abaixo do peso","Não","Não","Amapá","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",1813.22666678065
"Eutrofia","Não","Sim","Tocantins","18 a 24 anos","1 até 2 SM","Urbano","Masculino","Médio completo ou equivalente",5289.42452175401
